brand,year,age,km_driven,fuel_type,transmission,inspection_grade,owner_type,city,selling_price,km_per_year
Maruti,2020,5,67170,Diesel,Manual,B,1st,Bangalore,243662,13434
Maruti,2010,15,237930,Petrol,Manual,B,1st,Ahmedabad,53647,15862
Toyota,2023,2,32626,Diesel,Manual,C,1st,Bangalore,556544,16313
Maruti,2016,9,145818,Petrol,Automatic,C,1st,Chennai,107569,16202
Mahindra,2014,11,155067,Petrol,Automatic,A,1st,Delhi,167694,14097
Volkswagen,2013,12,171888,CNG,Manual,B,2nd,Mumbai,83421,14324
Honda,2018,7,101892,Petrol,Manual,A,1st,Hyderabad,280220,14556
Honda,2019,6,50322,Petrol,Automatic,C,1st,Pune,332292,8387
Hyundai,2010,15,123285,Petrol,Manual,C,2nd,Pune,86291,8219
Hyundai,2020,5,86760,CNG,Automatic,B,1st,Chennai,346648,17352
Hyundai,2013,12,173472,Diesel,Manual,C,2nd,Pune,85599,14456
Tata,2012,13,207246,Diesel,Manual,C,1st,Chennai,79315,15942
Kia,2015,10,84300,Diesel,Manual,A,1st,Hyderabad,193851,8430
Volkswagen,2014,11,152141,Petrol,Manual,B,2nd,Hyderabad,89444,13831
Ford,2016,9,84897,Petrol,Automatic,B,2nd,Pune,143378,9433
Ford,2022,3,52167,Petrol,Manual,B,2nd,Delhi,282703,17389
Hyundai,2010,15,250000,Petrol,Manual,B,2nd,Ahmedabad,67541,16666
Tata,2022,3,43227,Diesel,Manual,B,2nd,Bangalore,341794,14409
Ford,2014,11,140558,Petrol,Manual,A,2nd,Hyderabad,99921,12778
Hyundai,2023,2,25294,Petrol,Manual,A,1st,Chennai,485663,12647
Renault,2011,14,219114,Petrol,Manual,C,1st,Mumbai,56101,15651
Hyundai,2011,14,118174,Petrol,Manual,B,3rd,Delhi,81023,8441
Tata,2020,5,69590,Petrol,Automatic,A,1st,Mumbai,362896,13918
Mahindra,2020,5,42445,Petrol,Manual,B,2nd,Ahmedabad,260715,8489
Renault,2011,14,154280,Petrol,Manual,B,2nd,Pune,69441,11020
Maruti,2018,7,82376,CNG,Automatic,B,3rd,Mumbai,159100,11768
Mahindra,2019,6,79824,Petrol,Automatic,A,2nd,Pune,310309,13304
Honda,2012,13,168922,Diesel,Manual,D,2nd,Pune,77414,12994
Maruti,2013,12,116304,Petrol,Manual,B,2nd,Bangalore,73122,9692
Mahindra,2014,11,126973,Diesel,Manual,C,1st,Kolkata,113838,11543
Honda,2023,2,33496,Petrol,Manual,D,1st,Mumbai,308773,16748
Tata,2013,12,124512,Diesel,Automatic,A,3rd,Chennai,132478,10376
Hyundai,2013,12,212748,Petrol,Automatic,B,3rd,Chennai,86742,17729
Honda,2014,11,92378,Petrol,Manual,B,1st,Hyderabad,129390,8398
Tata,2019,6,96954,CNG,Manual,A,1st,Bangalore,233788,16159
Hyundai,2018,7,89271,Diesel,Manual,C,1st,Hyderabad,222711,12753
Maruti,2021,4,55512,Petrol,Manual,A,1st,Ahmedabad,271479,13878
Renault,2018,7,82180,Petrol,Manual,C,2nd,Kolkata,132420,11740
Honda,2023,2,30926,Petrol,Manual,B,1st,Mumbai,483407,15463
Mahindra,2023,2,35904,Diesel,Automatic,C,2nd,Chennai,480373,17952
Hyundai,2015,10,134330,Diesel,Manual,D,2nd,Hyderabad,82889,13433
Hyundai,2020,5,67230,Petrol,Manual,C,3rd,Chennai,178893,13446
Hyundai,2021,4,70260,Petrol,Manual,B,2nd,Pune,251763,17565
Hyundai,2023,2,20532,Petrol,Manual,A,1st,Hyderabad,473208,10266
Honda,2012,13,205985,Petrol,Automatic,D,3rd,Delhi,68284,15845
Honda,2015,10,117400,Petrol,Automatic,C,1st,Bangalore,135227,11740
Honda,2019,6,88884,Diesel,Manual,B,3rd,Hyderabad,262455,14814
Maruti,2013,12,115932,Diesel,Automatic,B,1st,Mumbai,125470,9661
Honda,2012,13,181896,Petrol,Automatic,A,2nd,Ahmedabad,138344,13992
Maruti,2015,10,107140,CNG,Automatic,B,1st,Ahmedabad,115541,10714
Maruti,2020,5,51010,Petrol,Manual,A,1st,Chennai,221234,10202
Volkswagen,2015,10,96530,Diesel,Manual,B,1st,Chennai,160084,9653
Tata,2011,14,126364,CNG,Manual,B,1st,Bangalore,92442,9026
Tata,2018,7,110852,Diesel,Manual,D,3rd,Pune,118032,15836
Hyundai,2017,8,103728,Petrol,Automatic,B,2nd,Bangalore,192578,12966
Ford,2015,10,100350,Petrol,Manual,B,2nd,Delhi,89415,10035
Tata,2010,15,129780,Diesel,Automatic,A,3rd,Pune,133255,8652
Mahindra,2021,4,69100,Petrol,Manual,C,2nd,Kolkata,249496,17275
Hyundai,2011,14,235018,Diesel,Manual,B,1st,Ahmedabad,85812,16787
Renault,2013,12,192024,Petrol,Manual,A,2nd,Kolkata,75321,16002
Toyota,2016,9,79632,Petrol,Manual,C,2nd,Pune,144110,8848
Toyota,2018,7,105238,Petrol,Manual,B,1st,Hyderabad,277729,15034
Maruti,2019,6,83604,Petrol,Automatic,B,1st,Delhi,218724,13934
Maruti,2014,11,168608,CNG,Automatic,C,2nd,Hyderabad,66942,15328
Maruti,2019,6,87966,CNG,Manual,A,1st,Pune,198923,14661
Maruti,2011,14,153062,Diesel,Automatic,B,1st,Hyderabad,121504,10933
Toyota,2022,3,43773,Petrol,Manual,B,1st,Bangalore,478569,14591
Maruti,2020,5,83400,Petrol,Manual,A,1st,Bangalore,212050,16680
Maruti,2020,5,72990,Diesel,Manual,C,2nd,Hyderabad,180431,14598
Maruti,2020,5,80025,Petrol,Manual,C,2nd,Pune,132740,16005
Maruti,2010,15,164910,Diesel,Manual,C,1st,Pune,78287,10994
Maruti,2019,6,62220,Petrol,Automatic,C,3rd,Pune,154372,10370
Toyota,2023,2,25928,Diesel,Automatic,B,1st,Pune,826830,12964
Honda,2022,3,52863,Diesel,Automatic,A,2nd,Bangalore,681981,17621
Maruti,2023,2,29870,Petrol,Manual,A,1st,Pune,316314,14935
Hyundai,2010,15,138420,Diesel,Automatic,B,1st,Pune,181039,9228
Hyundai,2014,11,155012,Diesel,Manual,B,1st,Hyderabad,124911,14092
Maruti,2023,2,16640,Diesel,Manual,C,1st,Ahmedabad,308970,8320
Tata,2016,9,106434,Petrol,Automatic,B,1st,Bangalore,152468,11826
Mahindra,2018,7,62552,Petrol,Automatic,A,2nd,Kolkata,309327,8936
Mahindra,2018,7,71029,CNG,Manual,C,1st,Kolkata,179211,10147
Mahindra,2017,8,119544,Diesel,Manual,B,1st,Mumbai,217765,14943
Maruti,2010,15,250000,Diesel,Manual,D,2nd,Hyderabad,37172,16666
Renault,2014,11,110352,Diesel,Manual,B,2nd,Ahmedabad,95677,10032
Toyota,2015,10,124220,Petrol,Manual,A,2nd,Pune,147760,12422
Ford,2015,10,82410,Electric,Manual,C,3rd,Chennai,78664,8241
Maruti,2013,12,157812,Petrol,Manual,C,2nd,Mumbai,54892,13151
Volkswagen,2010,15,220245,CNG,Manual,B,2nd,Delhi,79856,14683
Toyota,2012,13,175136,Petrol,Manual,A,2nd,Pune,122965,13472
Toyota,2019,6,101646,Petrol,Manual,A,1st,Bangalore,330892,16941
Maruti,2013,12,177552,Petrol,Automatic,B,2nd,Delhi,77154,14796
Mahindra,2013,12,144720,CNG,Manual,C,3rd,Chennai,66527,12060
Renault,2022,3,52947,CNG,Manual,B,2nd,Bangalore,255244,17649
Tata,2013,12,111708,Diesel,Manual,A,1st,Delhi,134426,9309
Honda,2023,2,35522,Petrol,Manual,C,3rd,Ahmedabad,276093,17761
Volkswagen,2014,11,172975,Petrol,Manual,D,2nd,Mumbai,66594,15725
Hyundai,2022,3,33216,Diesel,Manual,B,1st,Delhi,464218,11072
Honda,2020,5,52325,Petrol,Manual,A,2nd,Bangalore,337553,10465
Hyundai,2018,7,85974,Diesel,Manual,B,3rd,Mumbai,188469,12282
Volkswagen,2013,12,119112,Diesel,Automatic,C,1st,Chennai,160424,9926
Maruti,2018,7,87808,Petrol,Manual,B,1st,Pune,141411,12544
Honda,2018,7,75103,Diesel,Manual,B,2nd,Delhi,269372,10729
Tata,2010,15,134655,Diesel,Manual,B,1st,Hyderabad,109735,8977
Toyota,2014,11,177782,CNG,Automatic,A,2nd,Bangalore,155311,16162
Honda,2018,7,89943,Diesel,Manual,B,1st,Hyderabad,265004,12849
Ford,2013,12,209880,Diesel,Manual,B,1st,Hyderabad,92994,17490
Volkswagen,2014,11,143044,Petrol,Manual,C,2nd,Delhi,80511,13004
Maruti,2013,12,194568,Petrol,Automatic,B,2nd,Hyderabad,70555,16214
Hyundai,2022,3,27327,Petrol,Automatic,C,1st,Kolkata,405579,9109
Maruti,2011,14,153706,Petrol,Manual,B,2nd,Pune,61726,10979
Hyundai,2019,6,59856,Petrol,Automatic,B,1st,Mumbai,301411,9976
Honda,2011,14,210000,Petrol,Manual,B,3rd,Pune,72277,15000
Volkswagen,2011,14,222684,CNG,Manual,A,1st,Chennai,103925,15906
Toyota,2022,3,52062,Diesel,Automatic,A,1st,Kolkata,899945,17354
Maruti,2010,15,239640,Petrol,Automatic,B,1st,Chennai,76469,15976
Maruti,2012,13,133666,Petrol,Manual,A,2nd,Hyderabad,78287,10282
Honda,2023,2,17546,Petrol,Manual,B,1st,Bangalore,498228,8773
Honda,2020,5,85325,Petrol,Manual,C,3rd,Hyderabad,188993,17065
Maruti,2019,6,66294,Petrol,Automatic,C,2nd,Bangalore,178820,11049
Ford,2010,15,250000,CNG,Manual,B,3rd,Pune,51954,16666
Volkswagen,2013,12,167184,Diesel,Automatic,C,2nd,Kolkata,116139,13932
Hyundai,2010,15,146160,Diesel,Manual,C,1st,Chennai,101998,9744
Ford,2013,12,123300,Petrol,Manual,C,1st,Mumbai,88545,10275
Hyundai,2012,13,232856,Petrol,Manual,B,1st,Bangalore,80126,17912
Mahindra,2018,7,113911,Petrol,Manual,B,3rd,Chennai,145496,16273
Hyundai,2010,15,130080,Diesel,Manual,B,2nd,Delhi,115124,8672
Maruti,2023,2,24226,Diesel,Automatic,B,2nd,Hyderabad,415546,12113
Volkswagen,2017,8,72240,Petrol,Manual,B,2nd,Pune,185292,9030
Hyundai,2020,5,46100,Diesel,Manual,B,1st,Kolkata,357511,9220
Mahindra,2018,7,89810,Petrol,Manual,A,1st,Bangalore,250831,12830
Hyundai,2021,4,32292,Petrol,Manual,B,2nd,Mumbai,303081,8073
Maruti,2016,9,149436,Diesel,Manual,C,1st,Ahmedabad,96580,16604
Maruti,2010,15,249060,Petrol,Manual,B,1st,Hyderabad,56340,16604
Honda,2013,12,197412,Diesel,Automatic,A,2nd,Pune,165501,16451
Tata,2019,6,54528,Petrol,Manual,D,1st,Pune,157236,9088
Hyundai,2010,15,197865,Petrol,Automatic,A,2nd,Pune,118688,13191
Tata,2013,12,107844,Petrol,Manual,C,1st,Chennai,84705,8987
Tata,2012,13,180063,Petrol,Manual,C,1st,Pune,66601,13851
Mahindra,2011,14,242844,Petrol,Manual,A,1st,Ahmedabad,96339,17346
Honda,2010,15,236145,Diesel,Manual,A,2nd,Kolkata,105430,15743
Volkswagen,2015,10,108010,Petrol,Manual,B,1st,Kolkata,115635,10801
Honda,2021,4,32260,Petrol,Manual,D,1st,Ahmedabad,272987,8065
Hyundai,2016,9,123480,Diesel,Manual,D,1st,Kolkata,115064,13720
Maruti,2015,10,149680,CNG,Automatic,A,3rd,Ahmedabad,83801,14968
Hyundai,2018,7,65660,Diesel,Manual,B,2nd,Chennai,241830,9380
Maruti,2021,4,54312,CNG,Automatic,A,2nd,Kolkata,289801,13578
Tata,2018,7,119483,Diesel,Manual,B,1st,Chennai,184995,17069
Maruti,2011,14,126868,Petrol,Automatic,D,1st,Bangalore,66788,9062
Hyundai,2011,14,206906,Diesel,Automatic,D,2nd,Pune,89401,14779
Mahindra,2018,7,121352,Petrol,Manual,B,2nd,Delhi,170622,17336
Hyundai,2010,15,190365,Petrol,Manual,A,1st,Delhi,97849,12691
Maruti,2014,11,157872,Petrol,Manual,B,2nd,Chennai,63904,14352
Maruti,2010,15,162330,Petrol,Manual,B,2nd,Hyderabad,62280,10822
Mahindra,2016,9,84816,Diesel,Automatic,D,1st,Kolkata,190760,9424
Maruti,2018,7,97461,Diesel,Manual,C,1st,Mumbai,158286,13923
Hyundai,2015,10,170830,Petrol,Manual,B,2nd,Hyderabad,80369,17083
Honda,2023,2,33850,CNG,Automatic,A,2nd,Bangalore,618759,16925
Tata,2011,14,112000,Diesel,Manual,D,1st,Delhi,81993,8000
Tata,2015,10,152430,Petrol,Manual,C,1st,Ahmedabad,72834,15243
Toyota,2018,7,81641,CNG,Manual,B,3rd,Mumbai,211749,11663
Maruti,2012,13,192543,Petrol,Manual,B,2nd,Chennai,58084,14811
Maruti,2018,7,89915,Diesel,Manual,A,3rd,Ahmedabad,161185,12845
Maruti,2017,8,86800,Petrol,Automatic,A,2nd,Chennai,176944,10850
Maruti,2022,3,26685,Diesel,Manual,A,1st,Bangalore,346836,8895
Maruti,2021,4,62708,CNG,Manual,B,2nd,Bangalore,191633,15677
Hyundai,2016,9,96048,Petrol,Manual,C,2nd,Pune,113513,10672
Honda,2017,8,97680,Petrol,Manual,C,2nd,Kolkata,136511,12210
Tata,2019,6,70530,Petrol,Automatic,A,2nd,Bangalore,285030,11755
Hyundai,2015,10,96640,Petrol,Manual,A,3rd,Bangalore,108966,9664
Mahindra,2012,13,201162,Diesel,Automatic,C,1st,Chennai,122846,15474
Hyundai,2016,9,156897,Petrol,Manual,B,2nd,Chennai,113828,17433
Maruti,2013,12,189888,Petrol,Manual,C,2nd,Bangalore,50549,15824
Honda,2020,5,81140,Diesel,Manual,B,2nd,Chennai,332927,16228
Maruti,2019,6,70110,Petrol,Manual,B,2nd,Bangalore,146177,11685
Maruti,2023,2,33668,Diesel,Automatic,B,3rd,Mumbai,362228,16834
Hyundai,2014,11,114906,Petrol,Manual,C,1st,Ahmedabad,99305,10446
Volkswagen,2017,8,118816,Petrol,Automatic,A,1st,Ahmedabad,274524,14852
Mahindra,2016,9,107892,Petrol,Manual,D,2nd,Bangalore,92248,11988
Maruti,2016,9,125352,CNG,Manual,C,2nd,Pune,75073,13928
Toyota,2017,8,111472,Petrol,Manual,C,2nd,Bangalore,178918,13934
Mahindra,2019,6,97356,Petrol,Manual,D,2nd,Ahmedabad,135248,16226
Tata,2012,13,129038,Diesel,Manual,A,1st,Mumbai,134595,9926
Toyota,2012,13,190203,Diesel,Manual,B,3rd,Delhi,120362,14631
Hyundai,2011,14,136626,Petrol,Automatic,B,1st,Ahmedabad,141210,9759
Maruti,2010,15,189075,Diesel,Automatic,B,1st,Hyderabad,101332,12605
Honda,2019,6,64056,Petrol,Automatic,A,1st,Bangalore,452080,10676
Honda,2015,10,109650,Petrol,Manual,D,3rd,Mumbai,76347,10965
Honda,2015,10,157900,Diesel,Manual,D,2nd,Mumbai,88920,15790
Honda,2022,3,52356,Petrol,Manual,C,2nd,Chennai,296786,17452
Volkswagen,2019,6,56292,CNG,Manual,B,1st,Pune,261920,9382
Ford,2021,4,71104,Petrol,Manual,C,1st,Bangalore,219598,17776
Ford,2017,8,119368,Diesel,Manual,C,1st,Pune,154694,14921
Toyota,2023,2,21290,Petrol,Automatic,B,1st,Mumbai,718569,10645
Volkswagen,2015,10,114990,Diesel,Automatic,A,2nd,Pune,185019,11499
Maruti,2015,10,150900,Petrol,Automatic,A,1st,Delhi,104895,15090
Maruti,2010,15,187455,CNG,Automatic,B,2nd,Delhi,71009,12497
Honda,2021,4,56332,Petrol,Manual,A,2nd,Hyderabad,372698,14083
Toyota,2016,9,161676,Diesel,Manual,C,2nd,Ahmedabad,144093,17964
Honda,2016,9,135090,Petrol,Automatic,A,1st,Chennai,211929,15010
Mahindra,2019,6,86622,Petrol,Manual,D,1st,Pune,166742,14437
Maruti,2018,7,114996,Petrol,Manual,C,2nd,Chennai,108273,16428
Maruti,2023,2,25874,Diesel,Manual,B,2nd,Chennai,294059,12937
Mahindra,2021,4,59560,Petrol,Manual,A,2nd,Bangalore,334335,14890
Maruti,2016,9,103500,Diesel,Automatic,B,1st,Pune,163781,11500
Hyundai,2017,8,133200,Petrol,Automatic,B,1st,Delhi,206115,16650
Maruti,2013,12,214368,Electric,Manual,A,1st,Kolkata,73539,17864
Hyundai,2018,7,114632,Diesel,Manual,B,1st,Ahmedabad,228520,16376
Mahindra,2023,2,24354,Petrol,Manual,D,1st,Bangalore,271404,12177
Hyundai,2010,15,124680,Petrol,Manual,A,1st,Mumbai,125652,8312
Honda,2017,8,87920,Petrol,Manual,B,1st,Hyderabad,199743,10990
Maruti,2012,13,164034,Petrol,Automatic,B,2nd,Ahmedabad,78018,12618
Toyota,2023,2,27274,Petrol,Manual,C,1st,Pune,477731,13637
Hyundai,2010,15,241440,CNG,Automatic,A,2nd,Hyderabad,103230,16096
Tata,2011,14,182070,Diesel,Manual,C,1st,Ahmedabad,80212,13005
Mahindra,2015,10,98200,Petrol,Manual,A,2nd,Bangalore,125201,9820
Maruti,2014,11,134178,Diesel,Manual,C,1st,Ahmedabad,85568,12198
Ford,2023,2,27630,Petrol,Manual,C,1st,Pune,284866,13815
Tata,2012,13,181428,Petrol,Manual,B,1st,Hyderabad,86026,13956
Hyundai,2018,7,79891,Petrol,Automatic,C,3rd,Bangalore,185288,11413
Maruti,2017,8,106224,Diesel,Manual,C,1st,Chennai,126592,13278
Volkswagen,2022,3,41622,CNG,Manual,C,2nd,Ahmedabad,303478,13874
Mahindra,2012,13,166465,Petrol,Manual,B,3rd,Mumbai,77490,12805
Maruti,2011,14,157808,Petrol,Manual,B,2nd,Chennai,60993,11272
Hyundai,2017,8,129768,Petrol,Manual,A,1st,Hyderabad,175228,16221
Toyota,2023,2,23612,CNG,Automatic,C,1st,Mumbai,621564,11806
Tata,2014,11,93808,Petrol,Manual,B,2nd,Kolkata,87728,8528
Mahindra,2018,7,75551,Diesel,Manual,C,2nd,Delhi,188685,10793
Hyundai,2010,15,225825,CNG,Manual,A,1st,Bangalore,92903,15055
Mahindra,2019,6,57012,Petrol,Manual,A,2nd,Kolkata,253461,9502
Hyundai,2012,13,207129,Diesel,Manual,C,2nd,Kolkata,70865,15933
Maruti,2014,11,186912,Petrol,Automatic,A,2nd,Mumbai,83601,16992
Tata,2011,14,205086,Diesel,Manual,A,2nd,Pune,96441,14649
Renault,2012,13,113789,Petrol,Manual,D,1st,Bangalore,67717,8753
Hyundai,2013,12,160356,Electric,Manual,A,2nd,Kolkata,106634,13363
Hyundai,2013,12,142500,CNG,Manual,B,2nd,Mumbai,87857,11875
Tata,2020,5,78995,Diesel,Manual,D,1st,Hyderabad,194313,15799
Honda,2018,7,61397,Petrol,Manual,A,1st,Chennai,274028,8771
Toyota,2010,15,230370,Diesel,Manual,B,2nd,Pune,119773,15358
Mahindra,2021,4,53448,Petrol,Automatic,C,1st,Hyderabad,377705,13362
Maruti,2018,7,112245,Petrol,Manual,D,1st,Pune,90456,16035
Kia,2018,7,121849,Petrol,Manual,C,1st,Pune,186108,17407
Mahindra,2020,5,74300,Diesel,Manual,C,1st,Delhi,294462,14860
Ford,2015,10,123860,Diesel,Manual,A,1st,Pune,142630,12386
Tata,2020,5,63805,CNG,Manual,A,1st,Hyderabad,292314,12761
Toyota,2010,15,250000,Diesel,Manual,C,1st,Mumbai,95165,16666
Maruti,2020,5,50565,Diesel,Manual,C,1st,Delhi,223410,10113
Hyundai,2022,3,52797,CNG,Manual,B,1st,Mumbai,315595,17599
Ford,2021,4,66372,CNG,Manual,C,2nd,Kolkata,192500,16593
Maruti,2015,10,102500,Petrol,Manual,C,2nd,Chennai,57654,10250
Maruti,2017,8,90744,Petrol,Automatic,B,2nd,Pune,136202,11343
Mahindra,2014,11,121011,Petrol,Manual,D,1st,Bangalore,75106,11001
Toyota,2014,11,172491,Diesel,Manual,C,2nd,Kolkata,109958,15681
Maruti,2010,15,174630,Diesel,Manual,B,1st,Chennai,88381,11642
Toyota,2010,15,203985,Electric,Automatic,B,1st,Chennai,154473,13599
Tata,2017,8,117192,CNG,Automatic,C,1st,Pune,158231,14649
Honda,2022,3,39885,Petrol,Manual,B,1st,Ahmedabad,406270,13295
Toyota,2014,11,194821,Petrol,Manual,C,2nd,Chennai,96081,17711
Hyundai,2017,8,88232,Petrol,Automatic,C,2nd,Mumbai,168013,11029
Maruti,2019,6,76626,Petrol,Manual,B,2nd,Kolkata,145577,12771
Maruti,2011,14,187362,Petrol,Manual,D,3rd,Bangalore,38504,13383
Honda,2013,12,134136,CNG,Manual,C,2nd,Mumbai,93313,11178
Honda,2022,3,47745,Petrol,Manual,A,1st,Delhi,444678,15915
Toyota,2020,5,55230,Diesel,Automatic,B,1st,Pune,584658,11046
Toyota,2023,2,32274,Petrol,Manual,A,1st,Mumbai,561556,16137
Honda,2019,6,104220,Petrol,Manual,B,1st,Chennai,259438,17370
Mahindra,2018,7,59416,CNG,Manual,C,2nd,Hyderabad,177571,8488
Maruti,2022,3,34608,Diesel,Manual,C,1st,Ahmedabad,265804,11536
Maruti,2012,13,105404,Petrol,Manual,C,1st,Hyderabad,74767,8108
Ford,2015,10,114930,CNG,Manual,C,1st,Mumbai,84229,11493
Maruti,2020,5,57595,Petrol,Manual,B,1st,Chennai,196345,11519
Maruti,2016,9,133848,Diesel,Manual,B,2nd,Ahmedabad,97753,14872
Tata,2012,13,145808,Petrol,Manual,C,1st,Chennai,72751,11216
Hyundai,2010,15,250000,Diesel,Automatic,B,2nd,Hyderabad,99039,16666
Ford,2011,14,145348,Petrol,Manual,B,2nd,Bangalore,86858,10382
Maruti,2020,5,73395,Diesel,Manual,C,1st,Bangalore,196804,14679
Maruti,2023,2,25086,Diesel,Automatic,A,1st,Chennai,531556,12543
Hyundai,2019,6,73272,Petrol,Manual,D,3rd,Ahmedabad,125053,12212
Honda,2016,9,154764,CNG,Manual,B,1st,Delhi,134906,17196
Hyundai,2016,9,124947,Petrol,Automatic,B,1st,Delhi,179951,13883
Honda,2021,4,59540,CNG,Manual,C,2nd,Delhi,267602,14885
Ford,2010,15,250000,Petrol,Automatic,A,1st,Pune,91140,16666
Volkswagen,2019,6,73656,Diesel,Manual,C,2nd,Ahmedabad,249057,12276
Maruti,2016,9,130257,Diesel,Automatic,B,2nd,Ahmedabad,135878,14473
Hyundai,2019,6,96960,Petrol,Manual,B,1st,Delhi,218499,16160
Honda,2020,5,46455,Petrol,Automatic,C,1st,Kolkata,387021,9291
Volkswagen,2015,10,161660,Diesel,Automatic,B,1st,Delhi,159446,16166
Kia,2020,5,53030,Diesel,Manual,C,1st,Kolkata,348018,10606
Maruti,2015,10,99830,CNG,Manual,D,1st,Hyderabad,59284,9983
Mahindra,2016,9,86211,Petrol,Automatic,A,1st,Ahmedabad,247492,9579
Hyundai,2016,9,81351,Petrol,Manual,C,1st,Chennai,123774,9039
Maruti,2010,15,151215,Diesel,Manual,C,2nd,Mumbai,70636,10081
Maruti,2019,6,53838,Diesel,Automatic,C,1st,Hyderabad,255796,8973
Hyundai,2014,11,98615,CNG,Manual,B,1st,Ahmedabad,120612,8965
Honda,2023,2,21228,Petrol,Automatic,C,2nd,Hyderabad,489497,10614
Maruti,2023,2,19576,Petrol,Automatic,B,2nd,Pune,354483,9788
Tata,2017,8,80968,Diesel,Automatic,A,3rd,Ahmedabad,218236,10121
Maruti,2017,8,109240,Petrol,Manual,A,1st,Chennai,141636,13655
Honda,2012,13,165334,Diesel,Manual,B,1st,Bangalore,145277,12718
Hyundai,2012,13,226941,Petrol,Automatic,C,2nd,Hyderabad,77959,17457
Maruti,2016,9,138798,Petrol,Manual,B,3rd,Hyderabad,75104,15422
Hyundai,2013,12,126936,Diesel,Manual,C,2nd,Pune,92906,10578
Maruti,2015,10,116390,Petrol,Automatic,B,2nd,Kolkata,98306,11639
Honda,2018,7,106246,Petrol,Manual,A,2nd,Kolkata,236987,15178
Maruti,2019,6,71550,CNG,Automatic,D,2nd,Mumbai,150243,11925
Honda,2011,14,219016,CNG,Manual,B,1st,Delhi,97585,15644
Maruti,2011,14,203280,CNG,Manual,C,1st,Hyderabad,56158,14520
Tata,2015,10,99270,Electric,Manual,A,2nd,Kolkata,101506,9927
Mahindra,2012,13,104949,Petrol,Manual,B,1st,Kolkata,126952,8073
Maruti,2010,15,176130,Petrol,Automatic,B,3rd,Delhi,75100,11742
Hyundai,2011,14,250000,Petrol,Manual,C,1st,Chennai,64289,17857
Maruti,2023,2,27460,CNG,Manual,A,1st,Hyderabad,333170,13730
Honda,2022,3,37203,Diesel,Manual,C,1st,Mumbai,453610,12401
Maruti,2016,9,120321,Diesel,Manual,B,1st,Mumbai,112186,13369
Honda,2013,12,127056,CNG,Manual,B,1st,Chennai,115622,10588
Honda,2021,4,57680,Diesel,Automatic,C,1st,Delhi,524597,14420
Volkswagen,2011,14,214704,Petrol,Automatic,A,2nd,Bangalore,122387,15336
Honda,2020,5,64660,Petrol,Manual,D,1st,Chennai,208153,12932
Honda,2021,4,36880,Petrol,Automatic,C,2nd,Bangalore,359300,9220
Hyundai,2021,4,42588,Petrol,Manual,B,1st,Mumbai,328749,10647
Volkswagen,2017,8,133048,Petrol,Automatic,B,3rd,Mumbai,179813,16631
Mahindra,2013,12,130116,Diesel,Manual,A,2nd,Kolkata,132363,10843
Maruti,2013,12,134796,Petrol,Automatic,B,1st,Hyderabad,100751,11233
Toyota,2011,14,229236,Diesel,Automatic,B,1st,Mumbai,178416,16374
Hyundai,2023,2,32376,Petrol,Automatic,D,3rd,Ahmedabad,299030,16188
Toyota,2010,15,250000,Electric,Manual,B,1st,Kolkata,104382,16666
Toyota,2010,15,214785,Diesel,Manual,B,1st,Ahmedabad,138704,14319
Maruti,2012,13,207844,CNG,Manual,C,2nd,Kolkata,45666,15988
Mahindra,2015,10,154790,Petrol,Manual,B,1st,Kolkata,106294,15479
Maruti,2016,9,80532,Petrol,Manual,A,3rd,Delhi,91198,8948
Maruti,2022,3,52107,Petrol,Manual,A,2nd,Mumbai,244624,17369
Maruti,2018,7,58744,Petrol,Manual,A,1st,Pune,181369,8392
Mahindra,2014,11,193369,Petrol,Manual,A,3rd,Kolkata,81134,17579
Maruti,2018,7,72835,Petrol,Manual,B,1st,Hyderabad,149077,10405
Maruti,2017,8,80224,Petrol,Manual,C,2nd,Chennai,104000,10028
Mahindra,2010,15,250000,CNG,Manual,A,2nd,Ahmedabad,71289,16666
Maruti,2020,5,49750,Petrol,Manual,C,2nd,Pune,148399,9950
Maruti,2021,4,56324,Electric,Automatic,B,1st,Hyderabad,314090,14081
Maruti,2012,13,173004,Petrol,Manual,B,2nd,Chennai,58291,13308
Hyundai,2017,8,105080,Petrol,Automatic,B,1st,Hyderabad,226411,13135
Hyundai,2018,7,118559,Diesel,Manual,A,3rd,Mumbai,197808,16937
Maruti,2023,2,24096,Diesel,Automatic,B,1st,Bangalore,471572,12048
Renault,2013,12,188568,Diesel,Automatic,B,2nd,Pune,109056,15714
Mahindra,2023,2,28228,Diesel,Manual,B,1st,Delhi,517698,14114
Hyundai,2023,2,23028,Petrol,Manual,C,2nd,Bangalore,273340,11514
Hyundai,2023,2,24622,Petrol,Manual,D,1st,Delhi,287707,12311
Hyundai,2021,4,38816,Petrol,Manual,A,3rd,Mumbai,272797,9704
Tata,2015,10,134120,Petrol,Manual,D,1st,Ahmedabad,65933,13412
Maruti,2013,12,110904,Electric,Automatic,B,2nd,Pune,102000,9242
Maruti,2022,3,51513,CNG,Manual,B,2nd,Ahmedabad,228858,17171
Toyota,2018,7,83608,Petrol,Automatic,B,1st,Kolkata,364749,11944
Maruti,2011,14,137466,Diesel,Manual,A,1st,Hyderabad,104693,9819
Hyundai,2015,10,109640,Diesel,Manual,B,1st,Hyderabad,137552,10964
